v8-version,7,9,218,0,0
shared-library,/home/yankun/workspace/rust/deno/target/debug/deno,0x563e7043c000,0x563e74820000,0
shared-library,/lib/x86_64-linux-gnu/libm-2.27.so,0x7f48107b6000,0x7f4810953000,0
shared-library,/lib/x86_64-linux-gnu/libc-2.27.so,0x7f4810b54000,0x7f4810d3b000,0
shared-library,/lib/x86_64-linux-gnu/libgcc_s.so.1,0x7f4810f45000,0x7f4810f5c000,0
shared-library,/lib/x86_64-linux-gnu/libpthread-2.27.so,0x7f481115d000,0x7f4811177000,0
shared-library,/lib/x86_64-linux-gnu/librt.so,0x7f481137c000,0x7f4811383000,0
shared-library,/lib/x86_64-linux-gnu/libdl-2.27.so,0x7f4811584000,0x7f4811587000,0
shared-library,/lib/x86_64-linux-gnu/ld-2.27.so,0x7f4811788000,0x7f48117af000,0
shared-library,[vdso],0x7fff303b9000,0x7fff303bb000,0
shared-library,[vsyscall],0xffffffffff600000,0xffffffffff601000,0
profiler,begin,1000
tick,0x7f4810c63d19,553,0,0x0,6
tick,0x563e71cfcb49,1608,0,0x0,6
tick,0x563e71c934f9,2686,0,0x0,6
code-creation,BytecodeHandler,1,9550,0x563e729d1e20,353,LogicalNot
code-creation,BytecodeHandler,1,9555,0x563e729d1fa0,905,TypeOf
code-creation,BytecodeHandler,1,9561,0x563e729d2340,622,DeletePropertyStrict
code-creation,BytecodeHandler,1,9567,0x563e729d25c0,622,DeletePropertySloppy
code-creation,BytecodeHandler,1,9573,0x563e729d2840,1118,GetSuperConstructor
code-creation,BytecodeHandler,1,9579,0x563e729d2ca0,2458,CallAnyReceiver
code-creation,BytecodeHandler,1,9585,0x563e729d3640,2458,CallProperty
code-creation,BytecodeHandler,1,9591,0x563e729d3fe0,2374,CallProperty0
code-creation,BytecodeHandler,1,9597,0x563e729d4940,2390,CallProperty1
code-creation,BytecodeHandler,1,9603,0x563e729d52a0,2406,CallProperty2
code-creation,BytecodeHandler,1,9609,0x563e729d5c20,2430,CallUndefinedReceiver
code-creation,BytecodeHandler,1,9615,0x563e729d65a0,2358,CallUndefinedReceiver0
code-creation,BytecodeHandler,1,9621,0x563e729d6ee0,2390,CallUndefinedReceiver1
code-creation,BytecodeHandler,1,9627,0x563e729d7840,2406,CallUndefinedReceiver2
code-creation,BytecodeHandler,1,9633,0x563e729d81c0,539,CallNoFeedback
code-creation,BytecodeHandler,1,9639,0x563e729d83e0,2458,CallWithSpread
code-creation,BytecodeHandler,1,9645,0x563e729d8d80,722,CallRuntime
code-creation,BytecodeHandler,1,9651,0x563e729d9060,938,CallRuntimeForPair
code-creation,BytecodeHandler,1,9657,0x563e729d9420,539,CallJSRuntime
code-creation,BytecodeHandler,1,9663,0x563e729d9640,11348,InvokeIntrinsic
code-creation,BytecodeHandler,1,9669,0x563e729dc2a0,3860,Construct
code-creation,BytecodeHandler,1,9675,0x563e729dd1c0,2792,ConstructWithSpread
code-creation,BytecodeHandler,1,9681,0x563e729ddcc0,8386,TestEqual
code-creation,BytecodeHandler,1,9686,0x563e729dfda0,6976,TestEqualStrict
code-creation,BytecodeHandler,1,9692,0x563e729e1900,7020,TestLessThan
code-creation,BytecodeHandler,1,9698,0x563e729e3480,7020,TestGreaterThan
code-creation,BytecodeHandler,1,9704,0x563e729e5000,7020,TestLessThanOrEqual
code-creation,BytecodeHandler,1,9710,0x563e729e6b80,7020,TestGreaterThanOrEqual
code-creation,BytecodeHandler,1,9716,0x563e729e8700,337,TestReferenceEqual
code-creation,BytecodeHandler,1,9722,0x563e729e8860,3952,TestInstanceOf
code-creation,BytecodeHandler,1,9728,0x563e729e97e0,1196,TestIn
code-creation,BytecodeHandler,1,9734,0x563e729e9ca0,581,TestUndetectable
code-creation,BytecodeHandler,1,9740,0x563e729e9f00,338,TestNull
code-creation,BytecodeHandler,1,9746,0x563e729ea060,338,TestUndefined
code-creation,BytecodeHandler,1,9752,0x563e729ea1c0,2093,TestTypeOf
code-creation,BytecodeHandler,1,9757,0x563e729eaa00,610,ToName
code-creation,BytecodeHandler,1,9763,0x563e729eac80,2112,ToNumber
code-creation,BytecodeHandler,1,9769,0x563e729eb4e0,2380,ToNumeric
code-creation,BytecodeHandler,1,9774,0x563e729ebe40,610,ToObject
code-creation,BytecodeHandler,1,9780,0x563e729ec0c0,934,ToString
code-creation,BytecodeHandler,1,9786,0x563e729ec480,2732,CreateRegExpLiteral
code-creation,BytecodeHandler,1,9792,0x563e729ecf40,6462,CreateArrayLiteral
code-creation,BytecodeHandler,1,9798,0x563e729ee880,590,CreateArrayFromIterable
code-creation,BytecodeHandler,1,9804,0x563e729eeae0,2928,CreateEmptyArrayLiteral
code-creation,BytecodeHandler,1,9812,0x563e729ef660,10100,CreateObjectLiteral
code-creation,BytecodeHandler,1,9818,0x563e729f1de0,1550,CreateEmptyObjectLiteral
code-creation,BytecodeHandler,1,9824,0x563e729f2400,1252,CloneObject
code-creation,BytecodeHandler,1,9830,0x563e729f2900,2810,GetTemplateObject
code-creation,BytecodeHandler,1,9836,0x563e729f3400,3414,CreateClosure
code-creation,BytecodeHandler,1,9842,0x563e729f4160,1432,CreateBlockContext
code-creation,BytecodeHandler,1,9848,0x563e729f4700,1448,CreateCatchContext
code-creation,BytecodeHandler,1,9854,0x563e729f4cc0,1510,CreateFunctionContext
code-creation,BytecodeHandler,1,9860,0x563e729f52c0,1510,CreateEvalContext
code-creation,BytecodeHandler,1,9866,0x563e729f58c0,1448,CreateWithContext
code-creation,BytecodeHandler,1,9872,0x563e729f5e80,4580,CreateMappedArguments
code-creation,BytecodeHandler,1,9878,0x563e729f7080,2764,CreateUnmappedArguments
code-creation,BytecodeHandler,1,9885,0x563e729f7b60,2690,CreateRestParameter
code-creation,BytecodeHandler,1,9891,0x563e729f8600,2196,JumpLoop
code-creation,BytecodeHandler,1,9896,0x563e729f8ea0,832,Jump
code-creation,BytecodeHandler,1,9902,0x563e729f9200,1622,JumpConstant
code-creation,BytecodeHandler,1,9908,0x563e729f9860,1706,JumpIfNullConstant
code-creation,BytecodeHandler,1,9914,0x563e729f9f20,1706,JumpIfNotNullConstant
code-creation,BytecodeHandler,1,9920,0x563e729fa5e0,1706,JumpIfUndefinedConstant
code-creation,BytecodeHandler,1,9926,0x563e729faca0,1706,JumpIfNotUndefinedConstant
code-creation,BytecodeHandler,1,9933,0x563e729fb360,1702,JumpIfUndefinedOrNullConstant
code-creation,BytecodeHandler,1,9939,0x563e729fba20,1896,JumpIfTrueConstant
code-creation,BytecodeHandler,1,9945,0x563e729fc1a0,1896,JumpIfFalseConstant
code-creation,BytecodeHandler,1,9951,0x563e729fc920,1940,JumpIfJSReceiverConstant
code-creation,BytecodeHandler,1,9958,0x563e729fd0c0,2312,JumpIfToBooleanTrueConstant
code-creation,BytecodeHandler,1,9964,0x563e729fd9e0,2316,JumpIfToBooleanFalseConstant
code-creation,BytecodeHandler,1,9970,0x563e729fe300,1554,JumpIfToBooleanTrue
code-creation,BytecodeHandler,1,9977,0x563e729fe920,1562,JumpIfToBooleanFalse
code-creation,BytecodeHandler,1,9983,0x563e729fef40,1106,JumpIfTrue
code-creation,BytecodeHandler,1,9988,0x563e729ff3a0,1106,JumpIfFalse
code-creation,BytecodeHandler,1,9994,0x563e729ff800,896,JumpIfNull
code-creation,BytecodeHandler,1,10000,0x563e729ffba0,896,JumpIfNotNull
code-creation,BytecodeHandler,1,10006,0x563e729fff40,896,JumpIfUndefined
code-creation,BytecodeHandler,1,10012,0x563e72a002e0,896,JumpIfNotUndefined
code-creation,BytecodeHandler,1,10018,0x563e72a00680,912,JumpIfUndefinedOrNull
code-creation,BytecodeHandler,1,10024,0x563e72a00a20,1154,JumpIfJSReceiver
code-creation,BytecodeHandler,1,10030,0x563e72a00ec0,1936,SwitchOnSmiNoFeedback
code-creation,BytecodeHandler,1,10036,0x563e72a01660,3576,ForInEnumerate
code-creation,BytecodeHandler,1,10042,0x563e72a02460,3114,ForInPrepare
code-creation,BytecodeHandler,1,10048,0x563e72a030a0,358,ForInContinue
code-creation,BytecodeHandler,1,10054,0x563e72a03220,2746,ForInNext
code-creation,BytecodeHandler,1,10060,0x563e72a03ce0,499,ForInStep
code-creation,BytecodeHandler,1,10065,0x563e72a03ee0,597,StackCheck
code-creation,BytecodeHandler,1,10071,0x563e72a04140,321,SetPendingMessage
code-creation,BytecodeHandler,1,10077,0x563e72a042a0,574,Throw
code-creation,BytecodeHandler,1,10085,0x563e72a044e0,574,ReThrow
code-creation,BytecodeHandler,1,10091,0x563e72a04720,940,Return
code-creation,BytecodeHandler,1,10097,0x563e72a04ae0,1453,ThrowReferenceErrorIfHole
code-creation,BytecodeHandler,1,10103,0x563e72a050a0,650,ThrowSuperNotCalledIfHole
code-creation,BytecodeHandler,1,10110,0x563e72a05340,650,ThrowSuperAlreadyCalledIfNotHole
code-creation,BytecodeHandler,1,10116,0x563e72a055e0,2260,SwitchOnGeneratorState
code-creation,BytecodeHandler,1,10123,0x563e72a05ec0,2870,SuspendGenerator
code-creation,BytecodeHandler,1,10129,0x563e72a06a00,2208,ResumeGenerator
code-creation,BytecodeHandler,1,10135,0x563e72a072c0,1228,GetIterator
code-creation,BytecodeHandler,1,10140,0x563e72a077a0,582,Debugger
code-creation,BytecodeHandler,1,10148,0x563e72a07a00,650,IncBlockCounter
code-creation,BytecodeHandler,1,10154,0x563e72a07ca0,343,Abort
code-creation,BytecodeHandler,1,10160,0x563e72a07e00,412,Illegal
code-creation,BytecodeHandler,1,10166,0x563e72a07fa0,914,DebugBreak1.Wide
code-creation,BytecodeHandler,1,10172,0x563e72a08340,914,DebugBreak2.Wide
code-creation,BytecodeHandler,1,10178,0x563e72a086e0,914,DebugBreak3.Wide
code-creation,BytecodeHandler,1,10185,0x563e72a08a80,914,DebugBreak4.Wide
code-creation,BytecodeHandler,1,10191,0x563e72a08e20,914,DebugBreak5.Wide
code-creation,BytecodeHandler,1,10197,0x563e72a091c0,914,DebugBreak6.Wide
code-creation,BytecodeHandler,1,10203,0x563e72a09560,326,LdaSmi.Wide
code-creation,BytecodeHandler,1,10209,0x563e72a096c0,1048,LdaConstant.Wide
code-creation,BytecodeHandler,1,10216,0x563e72a09ae0,29363,LdaGlobal.Wide
code-creation,BytecodeHandler,1,10222,0x563e72a10da0,28380,LdaGlobalInsideTypeof.Wide
code-creation,BytecodeHandler,1,10229,0x563e72a17c80,2060,StaGlobal.Wide
code-creation,BytecodeHandler,1,10235,0x563e72a184a0,552,PushContext.Wide
code-creation,BytecodeHandler,1,10242,0x563e72a186e0,458,PopContext.Wide
code-creation,BytecodeHandler,1,10248,0x563e72a188c0,700,LdaContextSlot.Wide
code-creation,BytecodeHandler,1,10254,0x563e72a18b80,700,LdaImmutableContextSlot.Wide
code-creation,BytecodeHandler,1,10261,0x563e72a18e40,475,LdaCurrentContextSlot.Wide
code-creation,BytecodeHandler,1,10268,0x563e72a19020,475,LdaImmutableCurrentContextSlot.Wide
code-creation,BytecodeHandler,1,10275,0x563e72a19200,784,StaContextSlot.Wide
code-creation,BytecodeHandler,1,10282,0x563e72a19520,566,StaCurrentContextSlot.Wide
code-creation,BytecodeHandler,1,10289,0x563e72a19760,1436,LdaLookupSlot.Wide
code-creation,BytecodeHandler,1,10295,0x563e72a19d00,1960,LdaLookupContextSlot.Wide
code-creation,BytecodeHandler,1,10302,0x563e72a1a4c0,30780,LdaLookupGlobalSlot.Wide
code-creation,BytecodeHandler,1,10309,0x563e72a21d00,1436,LdaLookupSlotInsideTypeof.Wide
code-creation,BytecodeHandler,1,10316,0x563e72a222a0,1960,LdaLookupContextSlotInsideTypeof.Wide
code-creation,BytecodeHandler,1,10323,0x563e72a22a60,29797,LdaLookupGlobalSlotInsideTypeof.Wide
code-creation,BytecodeHandler,1,10330,0x563e72a29ee0,1644,StaLookupSlot.Wide
code-creation,BytecodeHandler,1,10337,0x563e72a2a560,330,Ldar.Wide
code-creation,BytecodeHandler,1,10343,0x563e72a2a6c0,321,Star.Wide
code-creation,BytecodeHandler,1,10349,0x563e72a2a820,329,Mov.Wide
code-creation,BytecodeHandler,1,10355,0x563e72a2a980,37712,LdaNamedProperty.Wide
code-creation,BytecodeHandler,1,10361,0x563e72a33ce0,1444,LdaNamedPropertyNoFeedback.Wide
code-creation,BytecodeHandler,1,10368,0x563e72a342a0,1196,LdaKeyedProperty.Wide
code-creation,BytecodeHandler,1,10375,0x563e72a34760,2494,LdaModuleVariable.Wide
code-creation,BytecodeHandler,1,10381,0x563e72a35120,1896,StaModuleVariable.Wide
code-creation,BytecodeHandler,1,10388,0x563e72a358a0,2030,StaNamedProperty.Wide
code-creation,BytecodeHandler,1,10394,0x563e72a360a0,1460,StaNamedPropertyNoFeedback.Wide
code-creation,BytecodeHandler,1,10402,0x563e72a36660,2030,StaNamedOwnProperty.Wide
code-creation,BytecodeHandler,1,10408,0x563e72a36e60,1220,StaKeyedProperty.Wide
code-creation,BytecodeHandler,1,10415,0x563e72a37340,1220,StaInArrayLiteral.Wide
code-creation,BytecodeHandler,1,10421,0x563e72a37820,1280,StaDataPropertyInLiteral.Wide
code-creation,BytecodeHandler,1,10428,0x563e72a37d40,1200,CollectTypeProfile.Wide
code-creation,BytecodeHandler,1,10435,0x563e72a38200,5040,Add.Wide
code-creation,BytecodeHandler,1,10441,0x563e72a395c0,4470,Sub.Wide
code-creation,BytecodeHandler,1,10447,0x563e72a3a740,4724,Mul.Wide
code-creation,BytecodeHandler,1,10453,0x563e72a3b9c0,4594,Div.Wide
code-creation,BytecodeHandler,1,10459,0x563e72a3cbc0,4622,Mod.Wide
code-creation,BytecodeHandler,1,10465,0x563e72a3dde0,1612,Exp.Wide
code-creation,BytecodeHandler,1,10470,0x563e72a3e440,5563,BitwiseOr.Wide
code-creation,BytecodeHandler,1,10477,0x563e72a3fa00,5563,BitwiseXor.Wide
code-creation,BytecodeHandler,1,10483,0x563e72a40fc0,5559,BitwiseAnd.Wide
code-creation,BytecodeHandler,1,10491,0x563e72a42580,5559,ShiftLeft.Wide
code-creation,BytecodeHandler,1,10497,0x563e72a43b40,5559,ShiftRight.Wide
code-creation,BytecodeHandler,1,10503,0x563e72a45100,5563,ShiftRightLogical.Wide
code-creation,BytecodeHandler,1,10510,0x563e72a466c0,4168,AddSmi.Wide
code-creation,BytecodeHandler,1,10516,0x563e72a47720,3698,SubSmi.Wide
code-creation,BytecodeHandler,1,10522,0x563e72a485a0,3864,MulSmi.Wide
code-creation,BytecodeHandler,1,10528,0x563e72a494c0,3762,DivSmi.Wide
code-creation,BytecodeHandler,1,10534,0x563e72a4a380,3782,ModSmi.Wide
code-creation,BytecodeHandler,1,10540,0x563e72a4b260,1636,ExpSmi.Wide
code-creation,BytecodeHandler,1,10546,0x563e72a4b8e0,3580,BitwiseOrSmi.Wide
code-creation,BytecodeHandler,1,10552,0x563e72a4c6e0,3580,BitwiseXorSmi.Wide
code-creation,BytecodeHandler,1,10558,0x563e72a4d4e0,3580,BitwiseAndSmi.Wide
code-creation,BytecodeHandler,1,10564,0x563e72a4e2e0,3580,ShiftLeftSmi.Wide
code-creation,BytecodeHandler,1,10571,0x563e72a4f0e0,3580,ShiftRightSmi.Wide
code-creation,BytecodeHandler,1,10577,0x563e72a4fee0,3588,ShiftRightLogicalSmi.Wide
code-creation,BytecodeHandler,1,10584,0x563e72a50d00,3138,Inc.Wide
code-creation,BytecodeHandler,1,10590,0x563e72a51960,3138,Dec.Wide
code-creation,BytecodeHandler,1,10596,0x563e72a525c0,3280,Negate.Wide
code-creation,BytecodeHandler,1,10602,0x563e72a532a0,3667,BitwiseNot.Wide
code-creation,BytecodeHandler,1,10608,0x563e72a54100,626,DeletePropertyStrict.Wide
code-creation,BytecodeHandler,1,10615,0x563e72a54380,626,DeletePropertySloppy.Wide
code-creation,BytecodeHandler,1,10622,0x563e72a54600,1122,GetSuperConstructor.Wide
code-creation,BytecodeHandler,1,10628,0x563e72a54a80,2462,CallAnyReceiver.Wide
code-creation,BytecodeHandler,1,10635,0x563e72a55420,2462,CallProperty.Wide
code-creation,BytecodeHandler,1,10641,0x563e72a55dc0,2382,CallProperty0.Wide
code-creation,BytecodeHandler,1,10647,0x563e72a56720,2398,CallProperty1.Wide
code-creation,BytecodeHandler,1,10654,0x563e72a57080,2414,CallProperty2.Wide
code-creation,BytecodeHandler,1,10660,0x563e72a57a00,2438,CallUndefinedReceiver.Wide
code-creation,BytecodeHandler,1,10667,0x563e72a583a0,2366,CallUndefinedReceiver0.Wide
code-creation,BytecodeHandler,1,10674,0x563e72a58ce0,2398,CallUndefinedReceiver1.Wide
code-creation,BytecodeHandler,1,10681,0x563e72a59640,2410,CallUndefinedReceiver2.Wide
code-creation,BytecodeHandler,1,10688,0x563e72a59fc0,547,CallNoFeedback.Wide
code-creation,BytecodeHandler,1,10694,0x563e72a5a200,2462,CallWithSpread.Wide
code-creation,BytecodeHandler,1,10700,0x563e72a5aba0,730,CallRuntime.Wide
code-creation,BytecodeHandler,1,10707,0x563e72a5ae80,958,CallRuntimeForPair.Wide
code-creation,BytecodeHandler,1,10713,0x563e72a5b240,547,CallJSRuntime.Wide
code-creation,BytecodeHandler,1,10719,0x563e72a5b480,11428,InvokeIntrinsic.Wide
code-creation,BytecodeHandler,1,10726,0x563e72a5e140,3800,Construct.Wide
code-creation,BytecodeHandler,1,10732,0x563e72a5f020,2736,ConstructWithSpread.Wide
code-creation,BytecodeHandler,1,10739,0x563e72a5fae0,8410,TestEqual.Wide
code-creation,BytecodeHandler,1,10745,0x563e72a61bc0,6984,TestEqualStrict.Wide
code-creation,BytecodeHandler,1,10751,0x563e72a63720,7024,TestLessThan.Wide
code-creation,BytecodeHandler,1,10758,0x563e72a652a0,7024,TestGreaterThan.Wide
code-creation,BytecodeHandler,1,10764,0x563e72a66e20,7024,TestLessThanOrEqual.Wide
code-creation,BytecodeHandler,1,10771,0x563e72a689a0,7024,TestGreaterThanOrEqual.Wide
code-creation,BytecodeHandler,1,10778,0x563e72a6a520,337,TestReferenceEqual.Wide
code-creation,BytecodeHandler,1,10785,0x563e72a6a680,3964,TestInstanceOf.Wide
code-creation,BytecodeHandler,1,10791,0x563e72a6b600,1196,TestIn.Wide
code-creation,BytecodeHandler,1,10797,0x563e72a6bac0,614,ToName.Wide
code-creation,BytecodeHandler,1,10803,0x563e72a6bd40,2112,ToNumber.Wide
code-creation,BytecodeHandler,1,10809,0x563e72a6c5a0,2384,ToNumeric.Wide
code-creation,BytecodeHandler,1,10839,0x563e72a6cf00,614,ToObject.Wide
code-creation,BytecodeHandler,1,10847,0x563e72a6d180,2740,CreateRegExpLiteral.Wide
code-creation,BytecodeHandler,1,10856,0x563e72a6dc40,6482,CreateArrayLiteral.Wide
code-creation,BytecodeHandler,1,10863,0x563e72a6f5a0,2928,CreateEmptyArrayLiteral.Wide
code-creation,BytecodeHandler,1,10870,0x563e72a70120,10120,CreateObjectLiteral.Wide
code-creation,BytecodeHandler,1,10877,0x563e72a728c0,1256,CloneObject.Wide
code-creation,BytecodeHandler,1,10883,0x563e72a72dc0,2814,GetTemplateObject.Wide
code-creation,BytecodeHandler,1,10889,0x563e72a738c0,3422,CreateClosure.Wide
code-creation,BytecodeHandler,1,10896,0x563e72a74620,1440,CreateBlockContext.Wide
code-creation,BytecodeHandler,1,10903,0x563e72a74be0,1456,CreateCatchContext.Wide
code-creation,BytecodeHandler,1,10909,0x563e72a751a0,1510,CreateFunctionContext.Wide
code-creation,BytecodeHandler,1,10916,0x563e72a757a0,1510,CreateEvalContext.Wide
code-creation,BytecodeHandler,1,10922,0x563e72a75da0,1456,CreateWithContext.Wide
code-creation,BytecodeHandler,1,10929,0x563e72a76360,2232,JumpLoop.Wide
code-creation,BytecodeHandler,1,10935,0x563e72a76c20,832,Jump.Wide
code-creation,BytecodeHandler,1,10941,0x563e72a76f80,1622,JumpConstant.Wide
code-creation,BytecodeHandler,1,10948,0x563e72a775e0,1706,JumpIfNullConstant.Wide
code-creation,BytecodeHandler,1,10954,0x563e72a77ca0,1706,JumpIfNotNullConstant.Wide
code-creation,BytecodeHandler,1,10961,0x563e72a78360,1706,JumpIfUndefinedConstant.Wide
code-creation,BytecodeHandler,1,10968,0x563e72a78a20,1706,JumpIfNotUndefinedConstant.Wide
code-creation,BytecodeHandler,1,10975,0x563e72a790e0,1702,JumpIfUndefinedOrNullConstant.Wide
code-creation,BytecodeHandler,1,10982,0x563e72a797a0,1896,JumpIfTrueConstant.Wide
code-creation,BytecodeHandler,1,10989,0x563e72a79f20,1896,JumpIfFalseConstant.Wide
code-creation,BytecodeHandler,1,10996,0x563e72a7a6a0,1940,JumpIfJSReceiverConstant.Wide
code-creation,BytecodeHandler,1,11003,0x563e72a7ae40,2312,JumpIfToBooleanTrueConstant.Wide
code-creation,BytecodeHandler,1,11010,0x563e72a7b760,2316,JumpIfToBooleanFalseConstant.Wide
code-creation,BytecodeHandler,1,11017,0x563e72a7c080,1554,JumpIfToBooleanTrue.Wide
code-creation,BytecodeHandler,1,11024,0x563e72a7c6a0,1562,JumpIfToBooleanFalse.Wide
code-creation,BytecodeHandler,1,11031,0x563e72a7ccc0,1106,JumpIfTrue.Wide
code-creation,BytecodeHandler,1,11037,0x563e72a7d120,1106,JumpIfFalse.Wide
code-creation,BytecodeHandler,1,11043,0x563e72a7d580,896,JumpIfNull.Wide
code-creation,BytecodeHandler,1,11049,0x563e72a7d920,896,JumpIfNotNull.Wide
code-creation,BytecodeHandler,1,11055,0x563e72a7dcc0,896,JumpIfUndefined.Wide
code-creation,BytecodeHandler,1,11062,0x563e72a7e060,896,JumpIfNotUndefined.Wide
code-creation,BytecodeHandler,1,11069,0x563e72a7e400,912,JumpIfUndefinedOrNull.Wide
code-creation,BytecodeHandler,1,11076,0x563e72a7e7a0,1154,JumpIfJSReceiver.Wide
code-creation,BytecodeHandler,1,11082,0x563e72a7ec40,1936,SwitchOnSmiNoFeedback.Wide
code-creation,BytecodeHandler,1,11089,0x563e72a7f3e0,3580,ForInEnumerate.Wide
code-creation,BytecodeHandler,1,11095,0x563e72a801e0,3114,ForInPrepare.Wide
code-creation,BytecodeHandler,1,11101,0x563e72a80e20,358,ForInContinue.Wide
code-creation,BytecodeHandler,1,11108,0x563e72a80fa0,2746,ForInNext.Wide
code-creation,BytecodeHandler,1,11114,0x563e72a81a60,499,ForInStep.Wide
code-creation,BytecodeHandler,1,11120,0x563e72a81c60,1457,ThrowReferenceErrorIfHole.Wide
code-creation,BytecodeHandler,1,11127,0x563e72a82220,2260,SwitchOnGeneratorState.Wide
code-creation,BytecodeHandler,1,11134,0x563e72a82b00,2878,SuspendGenerator.Wide
code-creation,BytecodeHandler,1,11140,0x563e72a83640,2212,ResumeGenerator.Wide
code-creation,BytecodeHandler,1,11147,0x563e72a83f00,1232,GetIterator.Wide
code-creation,BytecodeHandler,1,11153,0x563e72a843e0,654,IncBlockCounter.Wide
code-creation,BytecodeHandler,1,11159,0x563e72a84680,343,Abort.Wide
code-creation,BytecodeHandler,1,11168,0x563e72a847e0,914,DebugBreak1.ExtraWide
code-creation,BytecodeHandler,1,11175,0x563e72a84b80,914,DebugBreak2.ExtraWide
code-creation,BytecodeHandler,1,11181,0x563e72a84f20,914,DebugBreak3.ExtraWide
code-creation,BytecodeHandler,1,11188,0x563e72a852c0,914,DebugBreak4.ExtraWide
code-creation,BytecodeHandler,1,11196,0x563e72a85660,914,DebugBreak5.ExtraWide
code-creation,BytecodeHandler,1,11203,0x563e72a85a00,914,DebugBreak6.ExtraWide
code-creation,BytecodeHandler,1,11209,0x563e72a85da0,322,LdaSmi.ExtraWide
code-creation,BytecodeHandler,1,11215,0x563e72a85f00,1048,LdaConstant.ExtraWide
code-creation,BytecodeHandler,1,11221,0x563e72a86320,29355,LdaGlobal.ExtraWide
code-creation,BytecodeHandler,1,11228,0x563e72a8d5e0,28372,LdaGlobalInsideTypeof.ExtraWide
code-creation,BytecodeHandler,1,11235,0x563e72a944c0,2060,StaGlobal.ExtraWide
code-creation,BytecodeHandler,1,11241,0x563e72a94ce0,548,PushContext.ExtraWide
code-creation,BytecodeHandler,1,11248,0x563e72a94f20,458,PopContext.ExtraWide
code-creation,BytecodeHandler,1,11254,0x563e72a95100,696,LdaContextSlot.ExtraWide
code-creation,BytecodeHandler,1,11261,0x563e72a953c0,696,LdaImmutableContextSlot.ExtraWide
code-creation,BytecodeHandler,1,11268,0x563e72a95680,475,LdaCurrentContextSlot.ExtraWide
code-creation,BytecodeHandler,1,11276,0x563e72a95860,475,LdaImmutableCurrentContextSlot.ExtraWide
code-creation,BytecodeHandler,1,11283,0x563e72a95a40,780,StaContextSlot.ExtraWide
code-creation,BytecodeHandler,1,11290,0x563e72a95d60,562,StaCurrentContextSlot.ExtraWide
code-creation,BytecodeHandler,1,11297,0x563e72a95fa0,1432,LdaLookupSlot.ExtraWide
code-creation,BytecodeHandler,1,11303,0x563e72a96540,1956,LdaLookupContextSlot.ExtraWide
code-creation,BytecodeHandler,1,11311,0x563e72a96d00,30764,LdaLookupGlobalSlot.ExtraWide
code-creation,BytecodeHandler,1,11318,0x563e72a9e540,1432,LdaLookupSlotInsideTypeof.ExtraWide
code-creation,BytecodeHandler,1,11325,0x563e72a9eae0,1956,LdaLookupContextSlotInsideTypeof.ExtraWide
code-creation,BytecodeHandler,1,11333,0x563e72a9f2a0,29785,LdaLookupGlobalSlotInsideTypeof.ExtraWide
code-creation,BytecodeHandler,1,11340,0x563e72aa6700,1644,StaLookupSlot.ExtraWide
code-creation,BytecodeHandler,1,11347,0x563e72aa6d80,330,Ldar.ExtraWide
code-creation,BytecodeHandler,1,11353,0x563e72aa6ee0,317,Star.ExtraWide
code-creation,BytecodeHandler,1,11359,0x563e72aa7020,329,Mov.ExtraWide
code-creation,BytecodeHandler,1,11365,0x563e72aa7180,37700,LdaNamedProperty.ExtraWide
code-creation,BytecodeHandler,1,11372,0x563e72ab04e0,1444,LdaNamedPropertyNoFeedback.ExtraWide
code-creation,BytecodeHandler,1,11380,0x563e72ab0aa0,1196,LdaKeyedProperty.ExtraWide
code-creation,BytecodeHandler,1,11387,0x563e72ab0f60,2494,LdaModuleVariable.ExtraWide
code-creation,BytecodeHandler,1,11393,0x563e72ab1920,1892,StaModuleVariable.ExtraWide
code-creation,BytecodeHandler,1,11400,0x563e72ab20a0,2026,StaNamedProperty.ExtraWide
code-creation,BytecodeHandler,1,11407,0x563e72ab28a0,1456,StaNamedPropertyNoFeedback.ExtraWide
code-creation,BytecodeHandler,1,11415,0x563e72ab2e60,2026,StaNamedOwnProperty.ExtraWide
code-creation,BytecodeHandler,1,11421,0x563e72ab3660,1216,StaKeyedProperty.ExtraWide
code-creation,BytecodeHandler,1,11428,0x563e72ab3b40,1216,StaInArrayLiteral.ExtraWide
code-creation,BytecodeHandler,1,11435,0x563e72ab4020,1276,StaDataPropertyInLiteral.ExtraWide
code-creation,BytecodeHandler,1,11442,0x563e72ab4520,1196,CollectTypeProfile.ExtraWide
code-creation,BytecodeHandler,1,11449,0x563e72ab49e0,5040,Add.ExtraWide
code-creation,BytecodeHandler,1,11455,0x563e72ab5da0,4470,Sub.ExtraWide
code-creation,BytecodeHandler,1,11461,0x563e72ab6f20,4720,Mul.ExtraWide
code-creation,BytecodeHandler,1,11467,0x563e72ab81a0,4590,Div.ExtraWide
code-creation,BytecodeHandler,1,11473,0x563e72ab93a0,4622,Mod.ExtraWide
code-creation,BytecodeHandler,1,11480,0x563e72aba5c0,1612,Exp.ExtraWide
code-creation,BytecodeHandler,1,11486,0x563e72abac20,5559,BitwiseOr.ExtraWide
code-creation,BytecodeHandler,1,11492,0x563e72abc1e0,5563,BitwiseXor.ExtraWide
